作者,作者身分,"標題	",年份,來源出版物名稱,卷,期,論文編號,起始頁碼,結束頁碼,頁碼計數,被引用文獻,DOI,連結,摘要,作者關鍵字,索引關鍵字,通訊地址,原始文獻語言,文獻類型,出版階段,開放取用,來源出版物,EID
"Wu Z.-X., Huang K.-W., Chen J.-L., Yang C.-S.",57203015843;24923104700;36781922300;13405682600;,A Memetic Fuzzy Whale Optimization Algorithm for Data Clustering,2019,"2019 IEEE Congress on Evolutionary Computation, CEC 2019 - Proceedings",,,8790044,1446,1452,,5,10.1109/CEC.2019.8790044,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85071322039&doi=10.1109%2fCEC.2019.8790044&partnerID=40&md5=c8dc754b8cf94a7eb438eae58e2a4249,"Data clustering is a well-known data analysis methodology in the optimization community that can be formulated as a Np-hard problem. The main concept of the clustering procedure is to identify and assign data objects into sensible disjointed groups based on similarity measures, such as the Euclidean distance. In this case, data objects within a group are similar to each other with regard to the similarity measure, and each group is dissimilar to each other. Fuzzy clustering is also a popular and powerful research method with many applications, such as medical imaging processing with real words. In the fuzzy clustering research field, the fuzzy c-means (FCM) algorithm is one of the most important fuzzy clustering approaches for efficient and easy implementation; however, the FCM algorithm has a weakness in which it can easily become trapped in local optima. Thus, some metaheuristic algorithms, such as genetic algorithm (GA) and particle swarm optimization (PSO), can be combined with FCM to solve the clustering problem. Recently, a novel metaheuristic algorithm inspired by the social behavior of humpback whales, called the whale optimization algorithm (WOA), has been proposed. In addition, the WOA has obtained more efficient solutions than some popular metaheuristic algorithms, such as the gene GA and PSO. In this paper, a fuzzy clustering algorithm that called the memetic fuzzy whale optimization (MFWO) algorithm, is proposed to solve the data clustering problem. The performance of the proposed algorithm is evaluated using eight real-world UCI benchmarks, and the FCM and fuzzy PSO algorithms are compared. The experimental results show that the proposed MFWO algorithm is more efficient than the compared algorithms. ? 2019 IEEE.",Clustering; Fuzzy C-means; Meta-Heuristic Algorithm; Whale Optimization Algorithm,Benchmarking; Cluster analysis; Computational complexity; Fuzzy clustering; Fuzzy systems; Genetic algorithms; Heuristic algorithms; Medical imaging; Particle swarm optimization (PSO); Clustering; Clustering approach; Clustering problems; Clustering procedure; Fuzzy C mean; Fuzzy C-means algorithms; Meta heuristic algorithm; Optimization algorithms; Clustering algorithms,,English,Conference Paper,Final,,Scopus,2-s2.0-85071322039
"Lee C.-L., Sung C.-E., Ma H.-S., Huang J.-W.",57210570024;57210582651;55969848300;34770477200;,IDR: Positive influence maximization and negative influence minimization under competitive linear threshold model,2019,Proceedings - IEEE International Conference on Mobile Data Management,2019-June,,8788739,501,506,,3,10.1109/MDM.2019.00013,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070944282&doi=10.1109%2fMDM.2019.00013&partnerID=40&md5=58ca0e9783483df51c96c9a406587a8d,"In influence maximization problem, we would like to find an initial subset of nodes in a given graph, which maximizes the final number of affected nodes through 'word of mouth' propagation. Measuring the influence spread of set of seed nodes and gradually selecting the node with largest marginal increase is one of the main approaches of existing algorithms. In this paper, we try to solve this problem from a different strategy-in an improvement perspective. A more complex condition is depicted as both positive and negative opinions are propagating in the social network. The objective function considers the maximization of the positive influence and minimizes the negative opinion spreading simultaneously. We propose IDR (Influence Distribution Redirection) algorithm to define initial seed nodes of influence diffusion based on redirecting the influence distribution of nodes to maximize the objective function. The influence distribution of nodes shows the potential influence trend of nodes during the influence diffusion process. The key strategy is reducing the positive influence nearby the steady nodes and increasing in the vacillate region. From the experimental results, IDR outperforms the compared method on the objective function. In addition, IDR also improves the performance of increasing the number of positive active nodes and decreasing the number of negative activated nodes respectively. ? 2019 IEEE.",Influence Maximization; Positive and Negative Opinions; Social Network Analysis,Backpropagation; Information management; Active node; Complex condition; Diffusion process; Influence maximizations; Linear threshold models; Objective functions; Positive and Negative Opinions; Word of mouth; Social networking (online),,English,Conference Paper,Final,,Scopus,2-s2.0-85070944282
"Jaysawal B.P., Huang J.-W.",56440219600;34770477200;,DMHUPS: Discovering Multiple High Utility Patterns Simultaneously,2019,Knowledge and Information Systems,59,2,,337,359,,11,10.1007/s10115-018-1207-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85046747134&doi=10.1007%2fs10115-018-1207-9&partnerID=40&md5=8d8e9cfd78aeffacd13f7f7e6ecde460,"High utility pattern mining in transaction databases has emerged to overcome the limitation of frequent pattern mining where only frequency is taken as the measure of importance without considering the actual importance of items. Among existing state-of-the-art algorithms, some are efficient on sparse datasets and some are efficient on dense datasets. In this paper, we propose a novel algorithm called DMHUPS in conjunction with a data structure called IUData List to efficiently mine high utility patterns on both sparse and dense datasets. IUData List stores information of length-1 itemsets along with their positions in the transactions to efficiently obtain the initial projected database. In addition, DMHUPS algorithm simultaneously calculates utility and tighter extension upper-bound values for multiple promising candidates. Therefore, DMHUPS finds multiple high utility patterns simultaneously and prunes the search space efficiently. Experimental results on various sparse and dense datasets show that DMHUPS is more efficient than other state-of-the-art algorithms. ? 2018, Springer-Verlag London Ltd., part of Springer Nature.",Data mining; High utility itemset mining; High utility pattern mining,Information systems; Frequent pattern mining; High utility itemset minings; Novel algorithm; Pattern mining; Projected database; Search spaces; State-of-the-art algorithms; Transaction database; Data mining,"Jaysawal, B.P.; Institute of Computer and Communication Engineering, Taiwan; 電子郵件: bijay@jaysawal.com.np",English,Article,Final,,Scopus,2-s2.0-85046747134
"Su S.-L., Chih T.-H., Wu S.-B.",7402029758;57202961152;57210558134;,A novel handover process for mobility load balancing in LTE heterogeneous networks,2019,"Proceedings - 2019 IEEE International Conference on Industrial Cyber Physical Systems, ICPS 2019",,,8780238,41,46,,3,10.1109/ICPHYS.2019.8780238,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070913443&doi=10.1109%2fICPHYS.2019.8780238&partnerID=40&md5=a43460ffc7d1f893e639f6b2dc82f36d,"To fulfill the explosive growth of mobile communication traffic demands, the heterogeneous networks (HetNets) in which macro cells and small cells (picocells, femtocells) are coexistent have been widely discussed in LTE systems. However, with the increase of small cells, user equipments (UEs) will experience frequent handovers which not only induce high signaling overhead, but also raise the risk of call-dropping. In addition, the different cell coverages and irregular mobile traffic lead to unbalanced loading in the HetNets. An overloaded cell will suffer from high call-block-rate (CBR) and call-drop-rate (CDR), especially in mobility networks. This work addresses on these problems and proposes a novel handover process to adaptively adjust cell-individual-offset (CIO) based on different average cell loading. Moreover, an access control mechanism is also presented to resolve the resource shortage problem in a congested network. Simulation results show the proposed work can significantly improve CDR compared with previous works. ? 2019 IEEE.",Handover; Heterogeneous Networks; Load Balance,Access control; Cells; Clock and data recovery circuits (CDR circuits); Cytology; Embedded systems; Heterogeneous networks; Mobile telecommunication systems; Access control mechanism; Handover; Heterogeneous network (HetNets); Load balance; LTE heterogeneous networks; Mobility load balancing; Signaling overheads; Unbalanced loading; Cell signaling,,English,Conference Paper,Final,,Scopus,2-s2.0-85070913443
"Yang W.-H., Liu K.-H.",57210289809;15136267300;,Blockage Effect and Beam Cooperation in Indoor Hotspot Based on 3GPP NR Blockage Model,2019,IEEE International Conference on Communications,2019-May,,8761104,,,,,10.1109/ICC.2019.8761104,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85070198351&doi=10.1109%2fICC.2019.8761104&partnerID=40&md5=7c2aeee76341a53b48e7a9e51896432d,"High frequency millimeter wave (mmWave) band is the key carrier to enable multi-gigabit wireless communications. Due to high directivity and penetration loss of mmWave, a beam pair link (BPL) established between a transmitting beam and a receiving beam may be vulnerable to the blockage effect caused by user body and surrounding obstacles. While the existing work mostly considers the mmWave blockage problem in the outdoor scenario, this work studies the mmWave blockage effect in the indoor hotspot scenario where the shorter link distance and a higher blocker density are expected to magnify the blockage effect, compared to the outdoor counterpart. System-level simulations are carried out to assess the blockage effect based on the 3GPP New Radio (NR) channel and blockage models. To mitigate the blockage effect, a beam cooperation mechanism is used by configuring multiple BPLs for a user equipment. Extensive simulation results are presented that offer insights to the mmWave blockage problem in the indoor environment. ? 2019 IEEE.",,Mobile telecommunication systems; Cooperation mechanism; Extensive simulations; High frequency HF; Indoor environment; Millimeter waves (mmwave); Surrounding obstacles; System level simulation; Wireless communications; Millimeter waves,,English,Conference Paper,Final,,Scopus,2-s2.0-85070198351
"Huang T.-T., Chen K.-C., Wong T.-Y., Chen C.-Y., Chen W.-C., Chen Y.-C., Chang M.-H., Wu D.-Y., Huang T.-Y., Nioka S., Chung P.-C., Huang J.-S.",7404961603;57201337165;57154847300;57204619392;57204626500;56919902000;57204620294;57204620289;57204624865;7005494318;7201442829;56158121600;,Two-channel autofluorescence analysis for oral cancer,2019,Journal of Biomedical Optics,24,5,51402,,,,9,10.1117/1.JBO.24.5.051402,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85056426287&doi=10.1117%2f1.JBO.24.5.051402&partnerID=40&md5=fb041c0d315131a4bf2a1a32e36220fe,"We created a two-channel autofluorescence test to detect oral cancer. The wavelengths 375 and 460 nm, with filters of 479 and 525 nm, were designed to excite and detect reduced-form nicotinamide adenine dinucleotide (NADH) and flavin adenine dinucleotide (FAD) autofluorescence. Patients with oral cancer or with precancerous lesions, and a control group with healthy oral mucosae, were enrolled. The lesion in the autofluorescent image was the region of interest. The average intensity and heterogeneity of the NADH and FAD were calculated. The redox ratio [(NADH)/(NADH + FAD)] was also computed. A quadratic discriminant analysis (QDA) was used to compute boundaries based on sensitivity and specificity. We analyzed 49 oral cancer lesions, 34 precancerous lesions, and 77 healthy oral mucosae. A boundary (sensitivity: 0.974 and specificity: 0.898) between the oral cancer lesions and healthy oral mucosae was validated. Oral cancer and precancerous lesions were also differentiated from healthy oral mucosae (sensitivity: 0.919 and specificity: 0.755). The two-channel autofluorescence detection device and analyses of the intensity and heterogeneity of NADH, and of FAD, and the redox ratio combined with a QDA classifier can differentiate oral cancer and precancerous lesions from healthy oral mucosae. ? 2018 Society of Photo-Optical Instrumentation Engineers (SPIE).",autofluorescence; cancer detection; oral cancer; redox ratio,"Discriminant analysis; Image segmentation; Nucleotides; Autofluorescence; Cancer detection; Flavin adenine dinucleotide; Nicotinamide adenine dinucleotides; Oral cancer; Quadratic discriminant analysis; Redox ratio; Sensitivity and specificity; Diseases; flavine adenine nucleotide; nicotinamide adenine dinucleotide; adult; aged; diagnostic imaging; discriminant analysis; female; human; male; metabolism; middle aged; mouth mucosa; mouth tumor; procedures; sensitivity and specificity; spectrofluorometry; very elderly; young adult; Adult; Aged; Aged, 80 and over; Discriminant Analysis; Female; Flavin-Adenine Dinucleotide; Humans; Male; Middle Aged; Mouth Mucosa; Mouth Neoplasms; NAD; Sensitivity and Specificity; Spectrometry, Fluorescence; Young Adult","Huang, J.-S.; National Cheng Kung University Hospital, Taiwan; 電子郵件: pcchung@ee.ncku.edu.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85056426287
"Chih T.-H., Su S.-L., Hung T.-M.",57202961152;7402029758;57214473561;,Two-phase downlink subcarrier allocation for multicell OFDMA systems,2019,Wireless Networks,25,4,,2081,2090,,,10.1007/s11276-018-1798-9,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85049985473&doi=10.1007%2fs11276-018-1798-9&partnerID=40&md5=061c58224f57c34ed800f5c0387cdb86,"To increase spectrum efficiency, the radio resource management with frequency reuse factor = 1 is usually adopted in multi-cell orthogonal frequency division multiple access systems. Such a reuse-one strategy results in severe co-channel interference, especially penalizing mobile users near the cell border. This paper presents an effective subcarrier-assignment algorithm to mitigate the co-channel interference for multi-cell orthogonal frequency division multiple access downlink systems. The proposed algorithm consists of an initial assignment phase and a compensation phase. In the first phase, each subcarrier is assigned to mobile users with higher channel gains and lower mutual co-channel interferences. The second phase further compensates mobile users who do not get adequate resources to meet the requirement of quality of service in the first phase. System simulation results reveal that the proposed algorithm can significantly improve the number of QoS-satisfied users compared with previous used scheme. ? 2018, Springer Science+Business Media, LLC, part of Springer Nature.",Cellular networks; Graph theory; Intercell interference coordination (ICIC); Interference suppression; Resource management,Cochannel interference; Graph theory; Interference suppression; Mobile telecommunication systems; Multiple access interference; Natural resources management; Orthogonal frequency division multiplexing; Quality of service; Resource allocation; Space division multiple access; Cellular network; Inter-cell interference coordinations (ICIC); Orthogonal frequency division multiple access; Orthogonal frequency division multiple access systems; Radio resource management; Resource management; Sub-carrier allocation; Sub-carrier assignment; Frequency division multiple access,"Chih, T.-H.; Department of Electrical Engineering, Taiwan; 電子郵件: daz@pcnw3.ee.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85049985473
"Lin C.-S., Sou S.-I.",15835141100;55898483800;,QoS-aware dynamic bandwidth reallocation with deadline assurance for multipath data offloading,2019,Computer Networks,153,,,103,112,,5,10.1016/j.comnet.2019.02.014,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85062471489&doi=10.1016%2fj.comnet.2019.02.014&partnerID=40&md5=2a68494ab7fcb737358d6d6769b71353,"Multipath mobile data offloading allows a user equipment (UE) to efficiently aggregate bandwidth from the cellular network and WiFi network. In deadline assurance services, users with a WiFi connection usually have more bandwidth than they require. However, those without a WiFi connection usually lack the bandwidth they need. As a result, only some of the users have a good service experience. Accordingly, this study proposes two QoS-aware bandwidth allocation algorithms for cellular network operators in which the excess cellular bandwidth allocated to QoS-satisfied sessions is reallocated to QoS-unsatisfied sessions in accordance with an Earliest Deadline First (QEDF) allocation policy or a Smallest Download Size First (QSSF) allocation policy, respectively. The effectiveness of the proposed algorithms is demonstrated by means of numerical simulations. It is shown that both algorithms successfully improve the service quality by reducing both the deadline miss ratio of the deadline assurance service and the amount of saved LTE bandwidth. ? 2019",Data offloading; Intermittently connection; LTE; MPTCP; Resource allocation,Mobile telecommunication systems; Quality of service; Resource allocation; Wi-Fi; Wireless local area networks (WLAN); Allocation policies; Bandwidth allocation algorithms; Data offloading; Deadline miss ratio; Earliest deadline first; Intermittently connection; Mobile data offloading; MPTCP; Bandwidth,"Sou, S.-I.; Department of Electrical Engineering, Tain an, Taiwan 701, R.O.C., Taiwan; 電子郵件: sisou@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85062471489
"Lai K.-C., Huang Y.-J., Chen C.-T., Lin C.-F.",7402135589;57207929524;57207935806;55509009800;,A Family of MMSE-Based Decision Feedback Equalizers and Their Properties for FBMC/OQAM Systems,2019,IEEE Transactions on Vehicular Technology,68,3,8606267,2346,2360,,8,10.1109/TVT.2019.2891744,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063262749&doi=10.1109%2fTVT.2019.2891744&partnerID=40&md5=1a3123ff4b0d2c4cca9a75b7c6cd620c,"Filter bank multi-carrier based on offset quadrature amplitude modulation (FBMC/OQAM) suffers from inter-symbol interference and inter-subchannel interference in multi-path fading channels. By exploiting the special structures of the FBMC/OQAM signal and the resulting correlation matrix and assuming perfect estimation of channel and noise power, we study the properties of the decision feedback equalizer (DFE) designed by the minimum mean square error criterion. The study leads to efficient and mathematically equivalent computation of DFE coefficients. Consequently, the DFE requires a smaller complexity in computing the equalizer coefficients than the linear equalizer, while achieving a significant performance gain in highly frequency-selective channels. Building upon the proposed efficient computation of DFE, we develop DFE-based detectors - namely, two-stage DFE and multi-band DFE - so that a better detection performance can be obtained more efficiently. Complexity analysis and simulation results demonstrate the efficacy of the proposed computation method and the DFE-based detectors. ? 1967-2012 IEEE.",Decision feedback equalization; filter bank multicarrier (FBMC); offset quadrature amplitude modulation (OQAM),Communication channels (information theory); Computational efficiency; Filter banks; Mean square error; Multipath fading; Quadrature amplitude modulation; Signal receivers; Decision-feedback equalizations; Equalizer coefficients; Filter-bank multicarrier; Frequency selective channel; Inter-subchannel interferences; Minimum mean square error criterion; Multi-path fading channels; Offset quadrature amplitude modulations; Decision feedback equalizers,"Lai, K.-C.; Department of Electrical Engineering, Taiwan; 電子郵件: kclai@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85063262749
"Yang W.-J., Yang J.-F., Chen G.-C., Chung P.-C., Chung M.-F.",57203309263;8938955500;57201121126;7201442829;57197866891;,An Assigned Color Depth Packing Method with Centralized Texture Depth Packing Formats for 3D VR Broadcasting Services,2019,IEEE Journal on Emerging and Selected Topics in Circuits and Systems,9,1,8542685,122,132,,4,10.1109/JETCAS.2018.2881968,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057165693&doi=10.1109%2fJETCAS.2018.2881968&partnerID=40&md5=fcfa37a21c32b5ce3d372b1e1089a1d9,"The ability to distribute 3D video and audio in traditional television channels is key to deliver three dimensional (3D) virtual reality (VR) broadcasting services, which allows a limited number of connected players and unlimited number of audiences to enjoy 3D video, audio, and passive interactions. Recently, the centralized texture depth packing (CTDP) formats with color depth packing are proposed for delivering 3D videos. In this paper, we revise the procedure of CTDP computation and introduce an assigned color depth packing method that packs the depth information of VR in RGB color space and depacks it in YCbCr or RGB color space even if the video coder is conducted in YCbCr 4:2:0 and 4:2:2 chroma formats. Under uncoded and coded conditions, the performances of the depacked depth, texture, and synthesized frames of the proposed method are compared to those of the existed packing algorithms. Finally, a trial 3D video and VR broadcasting system based on the left-ad-right CTDP format have been tested in Hsin Yeong, a cable company in Taiwan. ? 2011 IEEE.",centralized texture depth packing; Three dimensional video; virtual reality; VR broadcasting,Broadcasting; Color; Image coding; Multimedia systems; Television; Television broadcasting; Video signal processing; Virtual reality; Visual communication; Broadcasting service; Broadcasting systems; Multi-media communications; Passive interactions; Texture depth; Three-dimensional videos; Threedimensional (3-d); Two-dimensional displays; Three dimensional displays,"Yang, J.-F.; Department of Electrical Engineering, Taiwan; 電子郵件: jefyang@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85057165693
"Liu C.-G., Liu I.-H., Lin C.-D., Li J.-S.",8521940300;55949898900;55446744200;7410065268;,A novel tag searching protocol with time efficiency and searching accuracy in RFID systems,2019,Computer Networks,150,,,201,216,,8,10.1016/j.comnet.2019.01.011,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85060107043&doi=10.1016%2fj.comnet.2019.01.011&partnerID=40&md5=212949e61794bb14e2a88542d93ff285,"Radio frequency identification technology is very popular in many aspects such as inventory management in retail industry, object tracking and identification, etc. In practice, searching for target tags is also a significant and emergent topic. Previous searching target tag protocols suffer low time-efficiency when the number of tags in the coverage area of local reader becomes larger or while the ratio of the nontarget tags in reader's region decreases. Thus, in order to improve low time-efficiency problem, this paper uses a new response signal encoded by Manchester technique with which we propose a new novel searching technique accordingly. Our proposed technique helps the reader distinguish if the tags in one area are target tags without receiving tag IDs. Further, in order to solve mapping collision problem, which two tags in the candidate target tag set map to the same filtering slot simultaneously, our study proposes a new improved solution called slot hopping, achieving one-to-one mapping between each candidate target tag and the corresponding slot. At the end of this paper, we make many simulations showing that our tag searching protocol is more time-efficient and accurate than previous tag searching protocols. ? 2019",Manchester encoding; RFID system; Tag identification; Tag searching,Efficiency; Inventory control; Mapping; Signal encoding; Inventory management; Manchester encoding; One-to-one mappings; Radio frequency identification technology; RFID systems; Searching techniques; Tag identification; Tag searching; Radio frequency identification (RFID),"Li, J.-S.; Institute of Computer and Communication Engineering, Taiwan; 電子郵件: jsli@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85060107043
"Sung C.-Y., Tseng Y.-W., Chen C.-H.",55607668600;57207910754;6507214727;,Superpixel smoothing for disparity refinement in stereo matching,2019,"Proceedings - 2018 International Symposium on Computer, Consumer and Control, IS3C 2018",,,8644837,50,53,,,10.1109/IS3C.2018.00021,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063238339&doi=10.1109%2fIS3C.2018.00021&partnerID=40&md5=e3847f3c50085ac5532a94217d1c494a,"Stereo matching algorithms are mainly divided into two classes, local algorithm and global algorithm. Most local algorithms consist of four stages, initial cost computation, cost aggregation, disparity computation, and refinement. In this paper, we propose a method to enhance the disparity accuracy at regions near depth discontinuities. In the refinement stage, following the traditional Left-Right Consistency check, we classify each pixel by using superpixel segmentation. We then detect and correct outliers in superpixels. The experiments show that the disparity map generated by the proposed superpixel smoothing in the refinement stage is smoother than other existing methods. ? 2018 IEEE.",Local stereo matching; Superpixel segmentation; Wavelet decomposition,Pixels; Wavelet decomposition; Consistency checks; Cost aggregations; Depth discontinuities; Disparity refinement; Global algorithms; Local stereo matching; Stereo matching algorithm; Superpixel segmentations; Superpixels,,English,Conference Paper,Final,,Scopus,2-s2.0-85063238339
"Sung C.-Y., Liu S.-Y., Chen Y.-M., Chen C.-H.",55607668600;56732132500;57207916692;6507214727;,A segmentation and mixing strategy for retinex based image enhancement,2019,"Proceedings - 2018 International Symposium on Computer, Consumer and Control, IS3C 2018",,,8644831,46,49,,,10.1109/IS3C.2018.00020,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063225753&doi=10.1109%2fIS3C.2018.00020&partnerID=40&md5=97ddcccab4ec34b65c0fe03c776e72b0,"Based on the human visual system, the Retinex image enhancement algorithm offers a forceful improvement for nonuniformly illuminated images. By observing that the original nonuniformly illuminated image has good performance in the bright area and the Retinex improved image has outstanding performance in the dark area, algorithms aiming to integrate the merits from both images were proposed. In this paper, we proposed an algorithm which performs the wavelet transform (WT) before segmentation and mixing. The wavelet transform decomposes an image into the coarse component and the detail components. The segmentation is performed on the course component and the result is used to fuse the course and detail components from both sources. The proposed algorithm is first subjectively assessed by using the dynamic range independent image quality assessment metric (DRIM) and compared with three existing algorithms. Experimental results show that the improved images using our proposed algorithm reveal significant amplification of contrast in the dark areas and mild loss and reversal of contrast in other areas. The proposed algorithm is objectively assessed by using information entropy. Experimental results show that among the four methods compared the information entropy of our proposed algorithm is the highest. ? 2018 IEEE.",Discrete Wavelet Transform; Image Enhancement; Retinex Algorithm,Discrete wavelet transforms; Image compression; Image segmentation; Mixing; Dynamic range; Human Visual System; Illuminated images; Image enhancement algorithm; Image quality assessment; Information entropy; Retinex; Retinex algorithms; Image enhancement,,English,Conference Paper,Final,,Scopus,2-s2.0-85063225753
"Chang H.-Y., Wang J.-J., Lin C.-Y., Chen C.-H.",57188688954;36877039300;37099298900;6507214727;,An agricultural data gathering platform based on internet of things and big data,2019,"Proceedings - 2018 International Symposium on Computer, Consumer and Control, IS3C 2018",,,8644905,302,305,,4,10.1109/IS3C.2018.00083,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063220042&doi=10.1109%2fIS3C.2018.00083&partnerID=40&md5=a21a959c75794fb0dec994db6e62119c,"This paper presents an efficient and simple agricultural data gathering platform based on internet of things (IOT) and big data. This work according to proposed system can achieve low cost of control. Instead of using cloud-based computing system, this study uses the user guide interface (GUI) as fog computing near the greenhouse. The use of GUI platform system offers two advantages, as follows: first, to provide a real-time sensor data in the greenhouse to cloud; second, to decrease the computational loading of cloud system. Moreover, this work combines IOT with plastic structure cultivation which uses aeroponics system. The combination enables a simple controller. ? 2018 IEEE.",Agriculture; Big data; Controller; IOT; Platform,Agriculture; Big data; Controllers; Cultivation; Fog computing; Graphical user interfaces; Greenhouses; Cloud based computing; Cloud systems; Data gathering; Internet of Things (IOT); Plastic structure; Platform; Platform systems; Real time sensors; Internet of things,,English,Conference Paper,Final,,Scopus,2-s2.0-85063220042
"Chang H.-Y., Lin C.-Y., Chen C.-H., Chan C.-C.",57188688954;37099298900;6507214727;57693381800;,An online filter clog rate signal detection mechanism in an air conditioning system,2019,"Proceedings - 2018 International Symposium on Computer, Consumer and Control, IS3C 2018",,,8644834,298,301,,1,10.1109/IS3C.2018.00082,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063206621&doi=10.1109%2fIS3C.2018.00082&partnerID=40&md5=b3eedf2d8347323cef7b73c46d74f1ff,"Currently, a positive pressure blower or a negative pressure exhaust fan, employed in an air conditioning system, is driven by a constant speed AC motor, resulting in a constant air flow rate and a constant pressure. This paper presents an approach to compensate for the air resistance effect. A motor speed sensor is deployed between a brushless DC motor and a chamber, and the voltage drop across a current source is monitored using a digital voltmeter. Digital signal processing (DSP) is performed on the measured voltage signal using a microcontroller unit (MCU). Users can be notified instantly, once a threshold is reached, to clean up or replace a clogged air filter for energy efficiency improvement. ? 2018 IEEE.",Air conditioning system; Brushless DC motor; Digital signal processing; Microcontroller,AC motors; Air conditioning; Controllers; Digital signal processing; Energy efficiency; Microcontrollers; Signal detection; Constant pressures; Detection mechanism; Digital signal processing (DSP); Energy efficiency improvements; Measured voltages; Microcontroller unit; Negative pressures; Positive pressure; Brushless DC motors,,English,Conference Paper,Final,,Scopus,2-s2.0-85063206621
"Sou S.-I., Li M.-R., Wang S.-H., Tsai M.-H.",55898483800;57204839394;57204847097;35254227900;,File distribution via proximity group communications in LTE-advanced public safety networks,2019,Computer Networks,149,,,93,101,,3,10.1016/j.comnet.2018.11.023,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85057495202&doi=10.1016%2fj.comnet.2018.11.023&partnerID=40&md5=57a01babaaa1a7c57b0f16256506684d,"A primary technological challenge after a disaster is rapid deployment of temporary infrastructure to provide communications for disaster management workers. 3GPP Release 12 defines proximity service (ProSe) to allow direct communications within users for Long Term Evolution-Advanced (LTE-A) public safety. To support group communications, each group members have to receive data sent from the group application server (GAS) maintained in ProSe. This paper discusses the use of vehicle-mounted mobile base station to provide group communications over a two-tier heterogeneous architecture with the aid of GAS and ProSe links. In this method, each vehicle-mounted mobile base station (BS) works in a cell breathing manner to expand or shrink the cell coverage periodically. This way can ensure GAS having the up-to-date proximity knowledge of all users while the part of high-cost group data traffic due to the users located far from the BS can be offloaded to low-cost ProSe links instead. We formulate the minimum cost problem of the ProSe-based File Distribution (PFD) in such architecture. We prove the minimum PFD problem is NP-complete and then proposes three sources selection algorithms for PFD, namely Greedy algorithm, Defer algorithm, and Recursive algorithm. Extensive simulation study is conducted to evaluate performance of the proposed algorithms. ? 2018 Elsevier B.V.",5G; Device-to-device; Disaster management; Mission critical communications; ProSe; Proximity services,4G mobile communication systems; Base stations; Disaster prevention; Disasters; Distributed computer systems; Human resource management; Long Term Evolution (LTE); Network architecture; Selenium compounds; Wireless telecommunication systems; Device to devices; Disaster management; Mission-critical communication; ProSe; Proximity service; Vehicle to vehicle communications,"Sou, S.-I.; Department of Electrical Engineering, Taiwan; 電子郵件: sisou@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85057495202
"Tsai P.-W., Xia N., Hsu C.-Y., Lee S.-W., Yang C.-S., Liu T.-L.",36698454300;57193323080;57208060135;57208057610;13405682600;7405910813;,Design and implementation of an adaptive flow measurement for SDN-based cellular core networks,2019,"Proceedings - 2018 15th International Symposium on Pervasive Systems, Algorithms and Networks, I-SPAN 2018",,,8636340,179,184,,,10.1109/I-SPAN.2018.00037,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85063660452&doi=10.1109%2fI-SPAN.2018.00037&partnerID=40&md5=24b874ecadcbc176d901fd53bbf4ad33,"Network traffic measurement plays a vital role in network monitoring and management. At present, software-defined networking (SDN) has deeply changed the traditional computer network architecture, providing flexibility as well as scalability in network management. However, measurement of cellular core networks is still challenging due to the complexity and stringent requirements of cellular systems. To monitor SDN-based cellular core networks, an adaptive SDN-based flow measurement method is proposed. With the enrichment of diverse IoT applications, we also design an IoT QoS Provider tailored for IoT traffic. In addition, practical approaches are presented to justify our method and experimental results demonstrate the efficiency of our approach. ? 2018 IEEE.",Cellular core network; Flow Measurement; IoT; OpenFlow; SDN,Internet of things; Network architecture; Core networks; Design and implementations; Flow measurement methods; In-network management; Network traffic measurement; Openflow; Software defined networking (SDN); Stringent requirement; Flow measurement,"Yang, C.-S.; Institute of Computer and Communication Engineering, Taiwan; 電子郵件: csyang@mau.ee.ncku.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85063660452
