作者,作者身分,"標題	",年份,來源出版物名稱,卷,期,論文編號,起始頁碼,結束頁碼,頁碼計數,被引用文獻,DOI,連結,摘要,作者關鍵字,索引關鍵字,通訊地址,原始文獻語言,文獻類型,出版階段,開放取用,來源出版物,EID
"Wang Z.-H., Horng G.-J., Hsu T.-H., Chen C.-C., Jong G.-J.",57193132203;23094553700;7401791666;7501954690;7003619986;,A Novel Facial Thermal Feature Extraction Method for Non-Contact Healthcare System,2020,IEEE Access,8,,9087875,86545,86553,,10,10.1109/ACCESS.2020.2992908,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85085260373&doi=10.1109%2fACCESS.2020.2992908&partnerID=40&md5=dd88db5a137a8a80742cdb4548e152d7,"The non-contact healthcare system is a system that can avoid germ infection, and can also provide comfortable and convenient health care services for the caregivers. In the current thermal imaging research, local or small area images are used to represent the overall temperature information of the participants, but the temperature feature of the face should not only be used in a small part and ignore other parts. The facial thermal image can show clear temperature feature but is not conducive to meaningful feature extraction. Therefore, this research proposed a novel facial thermal image feature extraction method, which is used facial landmarks to detect and cut 12 blocks to establish a new feature matrix based on color mean values and standard deviation values. It can establish clear features on facial thermal images. The core part of the proposed healthcare system is the use of a deep learning framework, which is based on CAFFE under the DIGITS platform. The CAFFE runs the classic CNN, GoogLeNet. Based on the acquired images and new feature types, four models were trained, which were used for the raw RGB image, raw thermal image, RGB feature image, and thermal feature image. In the experiment, 800 images were used for training and validation, and 200 images were used for testing. An additional 40 images were used for random testing. The experimental results show that RGB images cannot be effectively used, thermal images can effectively predict the health status, and thermal feature images have the highest prediction accuracy. ? 2013 IEEE.",deep learning; GoogLeNet; Non-contact healthcare system; thermal feature extraction,Deep learning; Extraction; Health care; Infrared imaging; Feature matrices; Health-care system; Healthcare services; Learning frameworks; Prediction accuracy; Standard deviation; Temperature information; Thermal features; Feature extraction,"Horng, G.-J.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: grojium@gmail.com",English,Article,Final,"All Open Access, Gold",Scopus,2-s2.0-85085260373
"Tsai P.-H., Shih G.-R., Cheng W.-D., Tsai R.-G.",16508092400;57202205059;57212930549;55616405200;,Σ -Scan: A Mobile Beacon-Assisted Localization Path-Planning Algorithm for Wireless Sensor Networks,2019,IEEE Sensors Journal,19,23,8777149,11492,11502,,7,10.1109/JSEN.2019.2931399,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85077498833&doi=10.1109%2fJSEN.2019.2931399&partnerID=40&md5=d2c11cad3a211c49d6aeeb191bce5724,"Deploying static beacons to help sensor localization is a common approach in wireless sensor network. Alternatively, adopting a mobile beacon to travel along a specific trajectory and to broadcast its locations at specific points is more efficient. Therefore, path planning of the mobile beacon originally focused on finding shortest path length and minimum broadcast points, such as Scan and Hilbert, to decrease power consumption. More recently, path planning increasingly attempted to achieve higher accuracy, such as Double-scan and Z-scan. However, optimal trade-off between power efficiency and localization accuracy is yet to be achieved. In this paper, we designed Σ -Scan which aims to reach high accuracy and coverage with short path length by combining the advantages of Scan and Z-scan. Σ -Scan provides three kinds of unit to constitute arbitrary rectangles and minimize the minimum bounding rectangle. Compared to them, Σ -Scan is more applicable, accessible and easy to implement. The simulation results show that compared to other previous approaches, Σ -Scan has the highest ratio of accuracy and coverage to path length and also decreases the incidence of collinearity in time-priority trilateration (TPT). ? 2001-2012 IEEE.",Localization; mobile beacon; path planning; wireless sensor network,Economic and social effects; Motion planning; Localization; Localization accuracy; Minimum bounding rectangle; Mobile beacon; Path-planning algorithm; Power efficiency; Sensor localization; Trilateration; Wireless sensor networks,"Tsai, P.-H.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: phtsai@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85077498833
"Tsai T.-L., Huang M.-H., Lee C.-Y., Lai W.-W.",57195804044;57195570004;57154828200;56384910000;,Data science for extubation prediction and value of information in surgical intensive care unit,2019,Journal of Clinical Medicine,8,10,1709,,,,6,10.3390/jcm8101709,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85079499361&doi=10.3390%2fjcm8101709&partnerID=40&md5=08420c5cc906916b9714c63f7453c1c8,"Besides the traditional indices such as biochemistry, arterial blood gas, rapid shallow breathing index (RSBI), acute physiology and chronic health evaluation (APACHE) II score, this study suggests a data science framework for extubation prediction in the surgical intensive care unit (SICU) and investigates the value of the information our prediction model provides. A data science framework including variable selection (e.g., multivariate adaptive regression splines, stepwise logistic regression and random forest), prediction models (e.g., support vector machine, boosting logistic regression and backpropagation neural network (BPN)) and decision analysis (e.g., Bayesian method) is proposed to identify the important variables and support the extubation decision. An empirical study of a leading hospital in Taiwan in 2015–2016 is conducted to validate the proposed framework. The results show that APACHE II and white blood cells (WBC) are the two most critical variables, and then the priority sequence is eye opening, heart rate, glucose, sodium and hematocrit. BPN with selected variables shows better prediction performance (sensitivity: 0.830; specificity: 0.890; accuracy 0.860) than that with APACHE II or RSBI. The value of information is further investigated and shows that the expected value of experimentation (EVE), 0.652 days (patient staying in the ICU), is saved when comparing with current clinical experience. Furthermore, the maximal value of information occurs in a failure rate around 7.1% and it reveals the “best applicable condition” of the proposed prediction model. The results validate the decision quality and useful information provided by our predicted model. ? 2019 by the authors. Licensee MDPI, Basel, Switzerland.",Data mining; Extubation; Machine learning; Precision medicine; Surgical intensive care unit,glucose; sodium; analysis of variance; APACHE; arterial gas; Article; back propagation neural network; Bayesian learning; computer model; data mining; diagnostic accuracy; evaluation study; extubation; false negative result; false positive result; heart rate; hematocrit; human; leukocyte count; mathematical model; multivariate logistic regression analysis; nonhuman; personalized medicine; prediction; random forest; rapid shallow breathing index; sensitivity analysis; sensitivity and specificity; support vector machine; surgical intensive care unit; validation study,"Lee, C.-Y.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: cylee@mail.ncku.edu.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85079499361
"Lin T.C., Lin H.Y., Lin C.J., Chen C.C.",56907926900;56714127100;36065651300;7501954690;,Mobile robot wall-following control using a behavior-based fuzzy controller in unknown environments,2019,Iranian Journal of Fuzzy Systems,16,5,,113,124,,3,10.22111/ijfs.2019.4911,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073692780&doi=10.22111%2fijfs.2019.4911&partnerID=40&md5=6199d0b5e2481baf27e3c9be2c2a3983,"This paper addresses a behavior-based fuzzy controller (BFC) for mobile robot wall-following control. The wall-following task is usually used to explore an unknown environment. The proposed BFC consists of three sub-fuzzy controllers, including Straight-based Fuzzy Controller (SFC), Left-based Fuzzy Controller (LFC), and Right-based Fuzzy Controller (RFC). The proposed wall-following controller has three characteristics: the mobile robot keeps a distance from the wall, the mobile robot has a high moving velocity, and the mobile robot has a good robustness ability of disturbance. The proposed BFC will be used to control the real mobile robot. The Pioneer 3-DX mobile robot has sonar sensors in front and sides, and it is used in this study. The inputs of BFC are sonar sensors data and the outputs of BFC are robots left/right wheel speed. Experimental results show that the proposed BFC successfully performs the mobile robot wall-following task in a real unknown environment. ? 2019, University of Sistan and Baluchestan. All rights reserved.",Fuzzy control; Mobile robot; Sonar sensor; Wall-following control,,"Lin, C.J.; Department of Computer Science and Information Engineering, Taiwan; 電子郵件: cjlin@ncut.edu.tw",English,Article,Final,,Scopus,2-s2.0-85073692780
"Kuo C.-J., Chen C.-C., Wang D.-C., Chen T.-T., Chou Y.-C., Pai M.-Y., Horng G.-J., Hung M.-H., Lin Y.-C., Hsu T.-H.",57195517781;7501954690;7407069252;57208344894;57194686147;55440888100;23094553700;7202454332;57015720600;7401791666;,Improving defect inspection quality of deep-learning network in dense beans by using hough circle transform for coffee industry,2019,"Conference Proceedings - IEEE International Conference on Systems, Man and Cybernetics",2019-October,,8914175,798,805,,4,10.1109/SMC.2019.8914175,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073272833&doi=10.1109%2fSMC.2019.8914175&partnerID=40&md5=6d65e5c0609c00e907bf433dab4e81bb,"In this paper, we propose a novel Hough circle-assisting deep-network inspection scheme (HCADIS), aiming at identifying defects in dense coffee beans. The proposed HCADIS plays a critical role in a camera-based defect removal system to collect defective bean positions for picking all defects off. The idea of the HCADIS is to mix intermediate data from a deep network and a feature engineering method call Hough circle transform for utilizing advantages of both methods in inspecting beans. The Hough circle transform is adopted because it performs quite stable and bean shapes are highly close to circles in nature. A set of core mechanisms are designed for collaboration between the deep network and the Hough circle transform for precisely and accurately inspecting defective beans. Finally, we implement a prototype of the HCADIS and conduct experiments for testing the proposed scheme. The test results reveal that the HCADIS indeed successfully inspect defects among dense beans with superior performance in various metrics. This work provides industrial participants useful experiences for creating deep-learning solutions to bean products in coffee industries. ? 2019 IEEE.",Artificial intelligence; Deep learning; Defect inspection; Granular computing; Hough transform; Industry 4.0; Intelligent agriculture,Artificial intelligence; Defects; Granular computing; Hough transforms; Industry 4.0; Inspection; Camera-based; Coffee beans; Core mechanisms; Defect inspection; Feature engineerings; Learning network; Removal systems; Deep learning,"Pai, M.-Y.; National Pingtung University of Science and Technology, Taiwan; 電子郵件: mypai@mail.npust.edu.tw",English,Conference Paper,Final,,Scopus,2-s2.0-85073272833
"Chou Y.-C., Kuo C.-J., Chen T.-T., Horng G.-J., Pai M.-Y., Wu M.-E., Lin Y.-C., Hung M.-H., Su W.-T., Chen Y.-C., Wang D.-C., Chen C.-C.",57194686147;57195517781;57208344894;23094553700;55440888100;18635615600;57015720600;7202454332;35087768100;55846580300;7407069252;7501954690;,Deep-learning-based defective bean inspection with GAN-structured automated labeled data augmentation in coffee industry,2019,Applied Sciences (Switzerland),9,19,4166,,,,13,10.3390/app9194166,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85073267483&doi=10.3390%2fapp9194166&partnerID=40&md5=81e5881e9835601668333e3d6fb95d1f,"In the production process from green beans to coffee bean packages, the defective bean removal (or in short, defect removal) is one of most labor-consuming stages, and many companies investigate the automation of this stage for minimizing human efforts. In this paper, we propose a deep-learning-based defective bean inspection scheme (DL-DBIS), together with a GAN (generative-adversarial network)-structured automated labeled data augmentation method (GALDAM) for enhancing the proposed scheme, so that the automation degree of bean removal with robotic arms can be further improved for coffee industries. The proposed scheme is aimed at providing an effective model to a deep-learning-based object detection module for accurately identifying defects among dense beans. The proposed GALDAM can be used to greatly reduce labor costs, since the data labeling is the most labor-intensive work in this sort of solutions. Our proposed scheme brings two main impacts to intelligent agriculture. First, our proposed scheme is can be easily adopted by industries as human effort in labeling coffee beans are minimized. The users can easily customize their own defective bean model without spending a great amount of time on labeling small and dense objects. Second, our scheme can inspect all classes of defective beans categorized by the SCAA (Specialty Coffee Association of America) at the same time and can be easily extended if more classes of defective beans are added. These two advantages increase the degree of automation in the coffee industry. The prototype of the proposed scheme was developed for studying integrated tests. Testing results of a case study reveal that the proposed scheme can efficiently and effectively generate models for identifying defective beans with accuracy and precision values up to 80%. ? 2019 by the authors.",Applied artificial intelligence; Automatic defect inspection; Automation engineering; Data augmentation; GAN optimizer; Machine learning; Smart agriculture,,"Pai, M.-Y.; General Research Service Center, Taiwan; 電子郵件: mypai@mail.npust.edu.tw",English,Article,Final,"All Open Access, Gold, Green",Scopus,2-s2.0-85073267483
"Hsu T.-H., Wu P.-H., Horng G.-J., Chen C.-C., Pai M.-Y.",7401791666;57216417068;23094553700;7501954690;55440888100;,An Adaptive Stereoscopic Video Streaming Mechanism Using MV-HEVC and 3D-HEVC Technologies,2019,"Proceedings - 2019 12th International Conference on Ubi-Media Computing, Ubi-Media 2019",,,9049517,140,144,,1,10.1109/Ubi-Media.2019.00035,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85083431570&doi=10.1109%2fUbi-Media.2019.00035&partnerID=40&md5=7daac7e4ba42c8c7b9698e2504f74e8f,"In this paper, we propose an adaptive stereoscopic video streaming mechanism using MV-HEVC and 3D-HEVC technologies. When the current available bandwidth is insufficient for delivering all video layers, the mechanism selects the MV-HEVC and 3D-HEVC video pictures near the current playing point with the proposed rate control algorithm. Simulation results show that the proposed adaptive streaming mechanism can provide tolerable video quality under packet loss conditions in wireless networking environment. ? 2019 IEEE.",3D-HEVC; MV-HEVC; Video streaming,Bandwidth; Stereo image processing; Three dimensional computer graphics; Adaptive streaming; Available bandwidth; Rate control algorithms; Stereoscopic video; Video quality; Wireless networking environment; Video streaming,,English,Conference Paper,Final,,Scopus,2-s2.0-85083431570
"Kuo C.-J., Chen C.-C., Chen T.-T., Tsai Z., Hung M.-H., Lin Y.-C., Chen Y.-C., Wang D.-C., Homg G.-J., Su W.-T.",57195517781;7501954690;57208344894;57208341286;7202454332;57015720600;55846580300;7407069252;23094553700;35087768100;,A Labor-Efficient GAN-based Model Generation Scheme for Deep-Learning Defect Inspection among Dense Beans in Coffee Industry,2019,IEEE International Conference on Automation Science and Engineering,2019-August,,8843259,263,270,,2,10.1109/COASE.2019.8843259,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85072953366&doi=10.1109%2fCOASE.2019.8843259&partnerID=40&md5=a994ce338af52851e8ef7197c6cf6c99,"Coffee beans are one of most valuable agricultural products in the world, and defective bean removal plays a critical role to produce high-quality coffee products. In this work, we propose a novel labor-efficient deep learning-based model generation scheme, aiming at providing an effective model with less human labeling effort. The key idea is to iteratively generate new training images containing defective beans in various locations by using a generative-adversarial network framework, and these images incur low successful detection rate so that they are useful for improving model quality. Our proposed scheme brings two main impacts to the intelligent agriculture. First, our proposed scheme is the first work to reduce human labeling effort among solutions of vision-based defective bean removal. Second, our scheme can inspect all classes of defective beans categorized by the SCAA (Specialty Coffee Association of America) at the same time. The above two advantages increase the degree of automation to the coffee industry. We implement the prototype of the proposed scheme for conducting integrated tests. Testin. results of a case study reveal that the proposed scheme ca] efficiently and effectively generating models for identifyin defect beans.Our implementation of the proposed scheme is available a https://github.com/Louis8582/LEGAN. ? 2019 IEEE.",Automatic defect inspection; Data augmentation; Machine learning intelligent agriculture; Model refinement,Agricultural products; Automation; Defects; Image enhancement; Inspection; Adversarial networks; Automatic defect inspection; Data augmentation; Defect inspection; Degree of automation; Generating models; Learning Based Models; Model refinement; Deep learning,,English,Conference Paper,Final,,Scopus,2-s2.0-85072953366
"Lee C.-Y., Dong Z.-H.",57154828200;15822041700;,Hierarchical Equipment Health Index Framework,2019,IEEE Transactions on Semiconductor Manufacturing,32,3,8747393,267,276,,6,10.1109/TSM.2019.2925362,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068173806&doi=10.1109%2fTSM.2019.2925362&partnerID=40&md5=9264443f2d46317a9925f376a0b0edeb,"In the semiconductor manufacturing industry the development of single index assessing the equipment health condition is urgent, and thus the dashboard can be used for monitoring thousands of equipment. This paper proposes a novel equipment health index (EHI) framework and a Hotelling T-squared index (HTI) to monitor equipment and support preventive maintenance in real time in the semiconductor manufacturing industry. The EHI framework consists of data preprocessing, statistical process control, analytic hierarchy process, and a comprehensive single index representing the health condition of equipment. It considers different types of the univariate control charts for each status variable identification (SVID), and aggregates the scores corresponding to the control charts throughout the hierarchical structure. The HTI considers the correlation among the selected SVIDs and builds a multivariate index by using Hotelling T-squared statistic. An empirical study of Taiwan's leading semiconductor assembly manufacturer finds that both the EHI and the HTI supported monitoring thousands of pieces of equipment in real time. In practice, firms can rapidly troubleshoot the root causes of failures by the decomposition of EHI. ? 1988-2012 IEEE.",Analytic hierarchy process (AHP); control chart; equipment health monitoring (EHM); semiconductor assembly process; statistical process control (SPC),Analytic equipment; Analytic hierarchy process; Control charts; Flowcharting; Health; Preventive maintenance; Semiconductor device manufacture; Analytic hierarchy process (ahp); Data preprocessing; Empirical studies; Health monitoring; Hierarchical structures; Semiconductor assembly; Semiconductor manufacturing industry; Statistical process controls (SPC); Statistical process control,"Lee, C.-Y.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: cylee@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85068173806
"Wang K., Xian Y., Lee C.-Y., Wei Y.-M., Huang Z.",56196425500;57188957227;57154828200;13005705700;7406221808;,On selecting directions for directional distance functions in a non-parametric framework: a review,2019,Annals of Operations Research,278,1月2日,,43,76,,33,10.1007/s10479-017-2423-5,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85012235852&doi=10.1007%2fs10479-017-2423-5&partnerID=40&md5=007e45fbbe8d2103aff47bf1a27dc840,"Directional distance function (DDF) has been a commonly used technique for estimating efficiency and productivity over the past two decades, and the directional vector is usually predetermined in the applications of DDF. The most critical issue of using DDF remains that how to appropriately project the inefficient decision-making unit onto the production frontier along with a justified direction. This paper provides a comprehensive literature review on the techniques for selecting directional vector of the directional distance function. It begins with a brief introduction of the existing methods around the inclusion of the exogenous direction techniques and the endogenous direction techniques. The former commonly includes arbitrary direction and conditional direction techniques, while the latter involves the techniques for seeking theoretically optimized directions (i.e., direction towards the closest benchmark or indicating the largest efficiency improvement potential) and market-oriented directions (i.e., directions towards cost minimization, profit maximization, or marginal profit maximization benchmarks). The main advantages and disadvantages of these techniques are summarized, and the limitations inherent in the exogenous direction-selecting techniques are discussed. It also analytically argues the mechanism of each endogenous direction technique. The literature review is end up with a numerical example of efficiency estimation for power plants, in which most of the reviewed directions for DDF are demonstrated and their evaluation performance are compared. ? 2017, Springer Science+Business Media New York.",Cost efficiency; Data envelopment analysis (DEA); Endogenous mechanism; Least distance; Marginal profit maximization; Profit efficiency,,"Huang, Z.; Center for Energy and Environmental Policy Research & School of Management and Economics, China; 電子郵件: huang@adelphi.edu",English,Review,Final,,Scopus,2-s2.0-85012235852
Lee C.-Y.,57154828200;,Proactive marginal productivity analysis for production shutdown decision by DEA,2019,Journal of the Operational Research Society,70,7,,1065,1078,,1,10.1080/01605682.2018.1487820,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85055734503&doi=10.1080%2f01605682.2018.1487820&partnerID=40&md5=aa8f31e8bf322ade3409f511977afbd1,"The decision to shut a business usually arises when the product’s marginal revenue falls below the average variable cost since the firm cannot offset the fixed cost. Today, however, this traditional business shutdown criterion (BSC) as defined by microeconomic theory may no longer apply to some types of industry; one example is the high-tech industry. This study proposes a BSC scheme that uses an iterative procedure embedded with three phases: level analysis, margin analysis, and budget and action, to solve the shutdown decision problem via proactive marginal productivity. We validate the proposed scheme with a case study of light-emitting diode manufacturers in Taiwan, the majority of which continued to operate and expand capacity despite experiencing a profit drop due to global competition and higher sunk cost of capital investment. Based on the results, we conclude that the proposed BSC scheme gives decision-makers an improved comprehensive prediction via margin analysis. ? 2018, ? Operational Research Society 2018.",Business shutdown; Data envelopment analysis (DEA); LED industry; marginal productivity; winner-takes-all,Budget control; Cost accounting; Data envelopment analysis; Decision making; Economics; Investments; Productivity; Comprehensive prediction; Global competition; High tech industry; LED industry; Micro-economic theory; Production shutdown; Productivity analysis; winner-takes-all; Costs,"Lee, C.-Y.; Institute of Manufacturing Information and Systems, No.1, University Road, Taiwan; 電子郵件: cylee@mail.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85055734503
"Shih G.-R., Tsai P.-H.",57202205059;16508092400;,A Low Cost DFS-based Approach for Detection Speedup,2019,"2019 4th Asia-Pacific Conference on Intelligent Robot Systems, ACIRS 2019",,,8936043,174,178,,,10.1109/ACIRS.2019.8936043,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85078566385&doi=10.1109%2fACIRS.2019.8936043&partnerID=40&md5=2f28cfb0402f11f23728844e9d42d288,"Region of interest (ROI) is commonly used in many application areas, including medical imaging, wafer defect detection, geographical information systems and computer vision and optical character recognition. Within a ROI may lie individual points of interest (POI). Many searching algorithms are proposed to find POI. Based on how they decide their trajectories, they can be categorized to sequential search and convergent iterative search. However, they are not efficient and fast enough. In this paper, we proposed a low cost DFS-based searching algorithm to speedup finding POI when the POI are not evenly-distributed. Representative algorithms of sequential search and convergent iterative search are implemented to compare with our approach. The results reveal that our algorithm can efficiently find the POI with less cost in diverse POI distribution models. ? 2019 IEEE.",defect detection; medical image process; optimization; path planning; points of interest; regions of interest; searching algorithms,Costs; Defects; Image segmentation; Intelligent robots; Medical image processing; Medical imaging; Medical information systems; Motion planning; Optical character recognition; Optical data processing; Optimization; Defect detection; Distribution models; Points of interest; Points of Interest(POI); Region of interest; Regions of interest; Searching algorithms; Sequential search; Iterative methods,,English,Conference Paper,Final,,Scopus,2-s2.0-85078566385
"Yang H.-C., Adnan M., Huang C.-H., Cheng F.-T., Lo Y.-L., Hsu C.-H.",7406557435;57532439200;57209601351;7202811304;36814022600;7404946512;,An Intelligent Metrology Architecture with AVM for Metal Additive Manufacturing,2019,IEEE Robotics and Automation Letters,4,3,8733865,2886,2893,,8,10.1109/LRA.2019.2921927,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85068203073&doi=10.1109%2fLRA.2019.2921927&partnerID=40&md5=d51f3c358f2a1bcdc72f264126f897e7,"The capability of measuring melt pool variation is the key evaluating metal additive manufacturing quality. To measure the variation, a metrology architecture with in situ melt pool measurement and an estimation module is required. However, it is a challenge to effectively extract significant features from the huge data collected by the in situ metrology for quality estimation requirement. The purpose of this letter is to propose an intelligent metrology architecture with an in situ metrology (ISM) module and an enhanced automatic virtual metrology (AVM) system. The ISM module can extract the melt pool features with a coaxial camera and a pyrometer. On the other hand, the AVM system is improved with a feature selection method to solve the issue of limited samples in the component modeling quality. The examples with different metals are adopted to illustrate how the system works for estimating surface roughness and density of components, and, in the future, the system can even serve as the feedback signal for adaptive control of the process parameters by layering in an additive manufacturing system. ? 2016 IEEE.",AVM; in-situ metrology; intelligent metrology architecture; melt pool; Metal additive manufacturing,3D printers; Additives; Lakes; Metals; Surface roughness; Automatic virtual metrology systems; Feature selection methods; In-situ metrology; Manufacturing quality; Melt pool; Metal additives; Process parameters; Quality estimation; Adaptive control systems,"Yang, H.-C.; Institute of Electrical Engineering, Taiwan; 電子郵件: hao@nkust.edu.tw",English,Article,Final,"All Open Access, Bronze",Scopus,2-s2.0-85068203073
"Lin C.-Y., Hsieh Y.-M., Cheng F.-T., Huang H.-C., Adnan M.",57207942986;57224190653;7202811304;55503557500;57532439200;,Time Series Prediction Algorithm for Intelligent Predictive Maintenance,2019,IEEE Robotics and Automation Letters,4,3,8721101,2807,2814,,15,10.1109/LRA.2019.2918684,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85067086222&doi=10.1109%2fLRA.2019.2918684&partnerID=40&md5=1a61b539163a69f4dfb25d1bece4e5a6,"Predictive maintenance aims to find out when the target device (TD) is in the sick state and almost entering the dead state before its actual occurrence to conduct just-in-time maintenance, so as to avoid unexpected TD down time. In this way, not only tool availability and manufacturing quality are improved, but the additional cost of excessive maintenance in preventive maintenance strategy can also be reduced. Among the predictive maintenance technologies proposed by many scholars, exponential model was commonly applied to predict the remaining useful life (RUL) of TD. However, due to the algorithm limitations, when TD is about to die, whether the TD's aging feature suddenly rises or becomes smooth, the exponential model may not be able to keep up with the real-time prediction or even falsely predicts long RUL. To solve the problem of inaccurate RUL prediction, the authors propose the time series prediction (TSP) algorithm. TSP applies the time series analysis model built by information criterion to adapt to the complicated future trend of solving TD fault prediction. Also, the Pre-Alarm Module (PreAM) to make alert of immediate maintenance when a TD is likely to shut down shortly as well as the Death Correlation Index (DCI) to reveal the possibility of entering the dead state are proposed in this work. How to select the most effective predictors and adjust the predictor weights to construct high-performance prediction model are also illustrated in this letter with the tools in various industries (such as solar-cell manufacturing and machine tool industry) being the examples of the TSP algorithm. ? 2016 IEEE.",death correlation index (DCI); exponential model; pre-alarm module (PreAM); Predictive maintenance (PdM); remaining useful life (RUL); time series analysis (TSA); time series prediction (TSP),Aging of materials; Correlation methods; Forecasting; Harmonic analysis; Machine tools; Maintainability; Manufacture; Time series analysis; Alarm module; Correlation index; Exponential models; Indexes; Prediction algorithms; Predictive maintenance; Predictive models; Remaining useful lives; Time series prediction; Preventive maintenance,"Lin, C.-Y.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: b10021001@gmail.com",English,Article,Final,,Scopus,2-s2.0-85067086222
"Hsieh Y.-M., Lin C.-Y., Yang Y.-R., Hung M.-H., Cheng F.-T.",57224190653;57207942986;57207943116;7202454332;7202811304;,Automatic Virtual Metrology for Carbon Fiber Manufacturing,2019,IEEE Robotics and Automation Letters,4,3,8716511,2730,2737,,6,10.1109/LRA.2019.2917384,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85066612193&doi=10.1109%2fLRA.2019.2917384&partnerID=40&md5=457f32d06e29461f62ccead8f6a942d5,"Carbon fiber is currently one of the most popular composite materials in the world, with its wide applications ranging from bikes to space shuttles. However, there is no comprehensive method for the total quality inspection of carbon fiber products so far due to its feature of continuous production and destructive examination of quality inspection. Through years of development, the Automatic Virtual Metrology (AVM) technology has been applied to various industries to turn the offline sampling inspection with metrology delay into online and real-time total inspection. With AVM, every workpiece of the carbon fiber products can be examined to ensure total quality inspection. The biggest issue of continuous production is that it can neither accurately define each unit nor label on the products. To solve this problem, a production data traceback (PDT) mechanism is proposed in this letter. The PDT mechanism can provide a virtual label to each unit for referring back to the process parameters of the production. With PDT, the process data of each workpiece of a complete spin can be acquired so as to accomplish the work-in-process (WIP) tracking requirement of applying AVM. Also, the Advanced Manufacturing Cloud of Things (AMCoT) platform is adopted in this letter to fulfill all the smart manufacturing requirements for achieving the goal of zero defects of carbon fiber manufacturing. ? 2016 IEEE.",Advanced Manufacturing Cloud of Things (AMCoT); Automatic Virtual Metrology (AVM); carbon-fiber manufacturing; continuous production; work-in-process (WIP) tracking; zero defects,Carbon fibers; Defects; Inspection; Space shuttles; Advanced manufacturing; Continuous production; Virtual metrology; Work in process; Zero defects; Spinning (fibers),"Hsieh, Y.-M.; Institute of Manufacturing Information and Systems, Taiwan; 電子郵件: johnniewalk@emrc.ncku.edu.tw",English,Article,Final,,Scopus,2-s2.0-85066612193
Lee C.-Y.,57154828200;,Decentralized allocation of emission permits by Nash data envelopment analysis in the coal-fired power market,2019,Journal of Environmental Management,241,,,353,362,,17,10.1016/j.jenvman.2019.03.114,https://www.scopus.com/inward/record.uri?eid=2-s2.0-85064759499&doi=10.1016%2fj.jenvman.2019.03.114&partnerID=40&md5=bf234e59fe660c898eeee78e9d8ddb2f,"Allocation of emission permits (AEP)provides valuable guidelines to support environmental regulatory policies for pollutant emission, in particular, CO 2 as the key contributors to climate change. Most of previous studies in literature developed the centralized AEP model and focused on the coal-fired power market, one of the main sources of air pollution. However, the power market is usually imperfectly competitive and some of them are gradually deregulated, this justifies the motivation of developing a decentralized AEP model. This study proposes a decentralized AEP model which suggests Nash equilibrium as an allocatively efficient benchmark in an imperfectly competitive market with endogenous price. The proposed model is formulated by data envelopment analysis (DEA)and transformed into the mixed complementarity problem (MiCP)for identifying the Nash equilibrium. A study of coal-fired power plants operating in China in 2013 is conducted and the results show that the decentralized model complements the centralized model; in particular, with considering the price and market structure, the proposed decentralized model described in this study investigates the potential for efficiency improvement after AEP among the coal-fired plants. ? 2019 Elsevier Ltd",Coal-fired power plant; Data envelopment analysis; Decentralized allocation; Emission permit; Nash equilibrium,atmospheric pollution; carbon emission; coal-fired power plant; data envelopment analysis; decentralization; emission inventory; environmental economics; environmental policy; regulatory approach; resource allocation; article; China; electric power plant; market; air pollutant; electric power plant; resource allocation; China; coal; Air Pollutants; China; Coal; Power Plants; Resource Allocation,,English,Article,Final,,Scopus,2-s2.0-85064759499
